Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
GCF_031785675.1_ASM3178567v1_genomic	-	O8	H23	O8:H23	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-16-wzm;O8-32-wzt;H23-2-fliC;	100;100;99.943;	100;100;100;	NZ_CP133916.1;NZ_CP133916.1;NZ_CP133916.1;	3340176-3340970;3340970-3342184;3477274-3479040;	795;1215;1767;	v1.0 (11-03-2020)	-
GCF_031787095.1_ASM3178709v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.956;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	95.952;95.579;100;	100;100;100;	NZ_CP133923.1;NZ_CP133923.1;NZ_CP133923.1;	2864813-2866072;2861598-2862660;2705436-2706485;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_031788295.1_ASM3178829v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP133927.1;NZ_CP133927.1;NZ_CP133927.1;	1964614-1965873;1968026-1969088;2129567-2130616;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_031852295.1_ASM3185229v1_genomic	-	O6	H31	O6:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-26-wzy;H31-2-fliC-origin;	100;100;100;	100;100;100;	NZ_CP134715.1;NZ_CP134715.1;NZ_CP134715.1;	1926708-1927964;1927964-1929307;2170826-2172493;	1257;1344;1668;	v1.0 (11-03-2020)	-
GCF_031852315.1_ASM3185231v1_genomic	-	O6	H31	O6:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-26-wzy;H31-2-fliC-origin;	100;100;100;	100;100;100;	NZ_CP134716.1;NZ_CP134716.1;NZ_CP134716.1;	1962940-1964196;1964196-1965539;2207041-2208708;	1257;1344;1668;	v1.0 (11-03-2020)	-
GCF_031852335.1_ASM3185233v1_genomic	-	O6	H31	O6:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-26-wzy;H31-2-fliC-origin;	100;100;100;	100;100;100;	NZ_CP134717.1;NZ_CP134717.1;NZ_CP134717.1;	1926815-1928071;1928071-1929414;2170909-2172576;	1257;1344;1668;	v1.0 (11-03-2020)	-
GCF_031852355.1_ASM3185235v1_genomic	-	O6	H31	O6:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-26-wzy;H31-2-fliC-origin;	100;100;100;	100;100;100;	NZ_CP134718.1;NZ_CP134718.1;NZ_CP134718.1;	1926721-1927977;1927977-1929320;2170823-2172490;	1257;1344;1668;	v1.0 (11-03-2020)	-
GCF_031884895.1_ASM3188489v1_genomic	-	O105	-	O105:-	-	Based on 2 allele(s)	wzx:0.99;wzy:0.991;	O105-1-wzx-origin;O105-2-wzy-origin;	99.02;99.125;	100;100;	NZ_CP134805.1;NZ_CP134805.1;	2113283-2114710;2108346-2109374;	1428;1029;	v1.0 (11-03-2020)	-
GCF_032164495.1_ASM3216449v1_genomic	-	O124	H5	O124:H5	-	Based on 2 allele(s)	wzy:0.999;fliC:1;	O124-4-wzy-origin;H5-13-fliC;	99.916;100;	100;100;	NZ_CP125883.1;NZ_CP125883.1;	1764087-1765271;1884226-1885536;	1185;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 13:O124/O164 as per A.Iguchi et.al (PMID: 25428893)
GCF_032229265.1_ASM3222926v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;99.914;100;	100;100;100;	NZ_CP135077.1;NZ_CP135077.1;NZ_CP135077.1;	1774482-1775729;1776841-1778007;1880459-1881955;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_032292885.1_ASM3229288v1_genomic	-	-	H9	-:H9	-	Based on 1 allele(s)	fliC:1;	H9-1-fliC-origin;	99.95;	100;	NZ_CP135204.1;	4083076-4085088;	2013;	v1.0 (11-03-2020)	-
GCF_032293625.1_ASM3229362v1_genomic	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;99.914;100;	100;100;100;	NZ_CP135235.1;NZ_CP135235.1;NZ_CP135235.1;	1914569-1915816;1916927-1918093;2082481-2083790;	1248;1167;1310;	v1.0 (11-03-2020)	-
GCF_032294365.1_ASM3229436v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP135221.1;NZ_CP135221.1;NZ_CP135221.1;	811509-812768;808294-809356;637380-638429;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_032295145.1_ASM3229514v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP135233.1;NZ_CP135233.1;NZ_CP135233.1;	810518-811777;807303-808365;636689-637738;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_032295845.1_ASM3229584v1_genomic	-	O75	H5	O75:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O75-9-wzx;O75-11-wzy;H5-6-fliC;	100;100;100;	100;100;100;	NZ_CP135227.1;NZ_CP135227.1;NZ_CP135227.1;	793566-795098;799997-801070;625062-626371;	1533;1074;1310;	v1.0 (11-03-2020)	-
GCF_032296485.1_ASM3229648v1_genomic	-	O75	H5	O75:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O75-6-wzx;O75-11-wzy;H5-6-fliC;	100;100;100;	100;100;100;	NZ_CP135219.1;NZ_CP135219.1;NZ_CP135219.1;	2861698-2863230;2868129-2869202;2693286-2694595;	1533;1074;1310;	v1.0 (11-03-2020)	-
GCF_032297255.1_ASM3229725v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP135215.1;NZ_CP135215.1;NZ_CP135215.1;	867317-868576;864102-865164;669580-670629;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_032298115.1_ASM3229811v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP135210.1;NZ_CP135210.1;NZ_CP135210.1;	895005-896264;891790-892852;685046-686095;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_032300135.1_ASM3230013v1_genomic	-	O131	H8	O131:H8	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O131-1-wzx-origin;O131-2-wzy-origin;H8-2-fliC-origin;	100;100;100;	100;100;100;	NZ_CP135244.1;NZ_CP135244.1;NZ_CP135244.1;	1802498-1803766;1804769-1806073;2036856-2038334;	1269;1305;1479;	v1.0 (11-03-2020)	-
GCF_032345195.1_ASM3234519v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP135458.1;NZ_CP135458.1;NZ_CP135458.1;	1847400-1848659;1850812-1851874;2017478-2018527;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_032351055.1_ASM3235105v1_genomic	-	O100	H18	O100:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O100-1-wzx-origin;O100-2-wzy-origin;H18-2-fliC;	100;100;97.718;	100;100;100;	NZ_CP135488.1;NZ_CP135488.1;NZ_CP135488.1;	1836561-1837802;1839015-1840184;1957354-1959012;	1242;1170;1665;	v1.0 (11-03-2020)	-
GCF_032354275.1_ASM3235427v1_genomic	-	O89	H10	O89:H10	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H10-17-fliC;	94.103;93.625;100;	100;100;100;	NZ_CP135502.1;NZ_CP135502.1;NZ_CP135502.1;	3358126-3358905;3358912-3359664;1952141-1953403;	780;753;1263;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
GCF_032359195.1_ASM3235919v1_genomic	-	O121	H30	O121:H30	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O121-1-wzx-origin;O121-5-wzy-origin;H30-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP119441.1;NZ_CP119441.1;NZ_CP119441.1;	2865988-2867382;2863346-2864536;2703636-2705348;	1395;1191;1713;	v1.0 (11-03-2020)	-
GCF_032361125.1_ASM3236112v1_genomic	-	O28/O42	H7	O28/O42:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O28-3-wzx-origin;O28-6-wzy-origin;H7-8-fliC-origin;	100;100;99.602;	100;100;100;	NZ_CP119443.1;NZ_CP119443.1;NZ_CP119443.1;	88456-89685;90857-92236;199871-201628;	1230;1380;1758;	v1.0 (11-03-2020)	High similarity O-antigen group 2:O28/O42 as per A.Iguchi et.al (PMID: 25428893)
GCF_032365155.1_ASM3236515v1_genomic	-	O148	H28	O148:H28	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O148-3-wzx-origin;O148-2-wzy-origin;H28-2-fliC-origin;	100;100;100;	100;100;100;	NZ_CP127035.1;NZ_CP127035.1;NZ_CP127035.1;	661028-662218;662215-663357;756642-758381;	1191;1143;1740;	v1.0 (11-03-2020)	-
GCF_032366635.1_ASM3236663v1_genomic	-	O159	H21	O159:H21	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O159-5-wzx;O159-7-wzy;H21-8-fliC;	100;100;99.729;	100;100;100;	NZ_CP127034.1;NZ_CP127034.1;NZ_CP127034.1;	2212137-2213516;2215045-2216059;2328327-2329802;	1380;1015;1476;	v1.0 (11-03-2020)	-
GCF_032367395.1_ASM3236739v1_genomic	-	O78	H9	O78:H9	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O78-4-wzx;O78-5-wzy;H9-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP127265.1;NZ_CP127265.1;NZ_CP127265.1;	4043346-4044761;4039498-4040619;4162937-4164949;	1416;1122;2013;	v1.0 (11-03-2020)	-
GCF_032368225.1_ASM3236822v1_genomic	-	O114	H49	O114:H49	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O114-1-wzx-origin;O114-4-wzy;H49-3-fliC;	100;99.925;100;	100;100;100;	NZ_CP127262.1;NZ_CP127262.1;NZ_CP127262.1;	3523047-3524300;3520860-3522191;3405636-3407330;	1254;1332;1695;	v1.0 (11-03-2020)	-
GCF_032375085.1_ASM3237508v1_genomic	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;100;100;	100;100;100;	NZ_CP135646.1;NZ_CP135646.1;NZ_CP135646.1;	1901412-1902659;1903770-1904936;2068689-2069998;	1248;1167;1310;	v1.0 (11-03-2020)	-
GCF_032375105.1_ASM3237510v1_genomic	-	-	H30	-:H30	-	Based on 1 allele(s)	fliC:1;	H30-1-fliC-origin;	100;	100;	NZ_CP135649.1;	195681-197393;	1713;	v1.0 (11-03-2020)	-
GCF_032375125.1_ASM3237512v1_genomic	-	O4	H1	O4:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O4-1-wzx-origin;O4-2-wzy-origin;H1-3-fliC;	100;100;100;	100;100;100;	NZ_CP135643.1;NZ_CP135643.1;NZ_CP135643.1;	2045052-2046290;2047186-2048373;2304423-2306210;	1239;1188;1788;	v1.0 (11-03-2020)	-
GCF_032375145.1_ASM3237514v1_genomic	-	O153	H6	O153:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H6-17-fliC;	100;100;99.637;	100;100;100;	NZ_CP135719.1;NZ_CP135719.1;NZ_CP135719.1;	1387731-1388909;1389866-1391044;1198586-1200232;	1179;1179;1653;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
GCF_032375165.1_ASM3237516v1_genomic	-	O2/O50	H4	O2/O50:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-1-wzx-origin;O2-11-wzy;H4-15-fliC;	100;100;99.619;	100;100;100;	NZ_CP135712.1;NZ_CP135712.1;NZ_CP135712.1;	1696404-1697666;1699379-1700341;1885854-1886900;	1263;963;1050;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
GCF_032375185.1_ASM3237518v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP135653.1;NZ_CP135653.1;NZ_CP135653.1;	3115285-3116544;3112070-3113132;2904995-2906044;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_032375205.1_ASM3237520v1_genomic	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;100;100;	100;100;100;	NZ_CP135656.1;NZ_CP135656.1;NZ_CP135656.1;	4720580-4721827;4722938-4724104;4888493-4889802;	1248;1167;1310;	v1.0 (11-03-2020)	-
GCF_032375225.1_ASM3237522v1_genomic	-	O11	H4	O11:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.99;	O11-1-wzx-origin;O11-2-wzy-origin;H4-1-fliC-origin;	100;100;99.333;	100;100;100;	NZ_CP135658.1;NZ_CP135658.1;NZ_CP135658.1;	900532-901767;898566-899801;748268-749317;	1236;1236;1050;	v1.0 (11-03-2020)	-
GCF_032375245.1_ASM3237524v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP135664.1;NZ_CP135664.1;NZ_CP135664.1;	2964547-2965806;2961332-2962394;2793426-2794475;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_032375265.1_ASM3237526v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP135697.1;NZ_CP135697.1;NZ_CP135697.1;	803810-805069;800595-801657;635705-636754;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_032377095.1_ASM3237709v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_CP135691.1;NZ_CP135691.1;NZ_CP135691.1;	802662-803921;798670-799732;634557-635606;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_032379415.1_ASM3237941v1_genomic	-	O51	H40	O51:H40	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O51-3-wzx;O51-5-wzy;H40-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP135680.1;NZ_CP135680.1;NZ_CP135680.1;	2738952-2740511;2737039-2738076;2629276-2630754;	1560;1038;1479;	v1.0 (11-03-2020)	-
GCF_032382315.1_ASM3238231v1_genomic	-	O21	H16	O21:H16	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O21-4-wzx;O21-8-wzy;H16-25-fliC;	100;100;100;	100;100;100;	NZ_CP135671.1;NZ_CP135671.1;NZ_CP135671.1;	2163023-2164258;2166547-2167629;2331922-2333496;	1236;1083;1575;	v1.0 (11-03-2020)	-
GCF_032384295.1_ASM3238429v1_genomic	-	O154	H8	O154:H8	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O154-1-wzx-origin;O154-4-wzy;H8-1-fliC-origin;	99.923;100;100;	100;100;100;	NZ_CP135706.1;NZ_CP135706.1;NZ_CP135706.1;	1923309-1924601;1927770-1928810;2133514-2134992;	1293;1041;1479;	v1.0 (11-03-2020)	-
GCF_032385915.1_ASM3238591v1_genomic	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;100;100;	100;100;100;	NZ_CP135685.1;NZ_CP135685.1;NZ_CP135685.1;	1941757-1943004;1944115-1945281;2147184-2148493;	1248;1167;1310;	v1.0 (11-03-2020)	-
GCF_032386295.1_ASM3238629v1_genomic	-	O99	H38	O99:H38	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O99-4-wzm;O99-6-wzt;H38-7-fliC;	100;100;100;	100;100;100;	NZ_CP135688.1;NZ_CP135688.1;NZ_CP135688.1;	1773411-1774205;1774207-1775508;1876228-1877570;	795;1302;1343;	v1.0 (11-03-2020)	-
GCF_032386315.1_ASM3238631v1_genomic	-	O102	H6	O102:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O102-6-wzx;O102-9-wzy;H6-17-fliC;	100;100;99.638;	100;100;100;	NZ_CP135722.1;NZ_CP135722.1;NZ_CP135722.1;	88528-89715;90718-91848;234306-235964;	1188;1131;1659;	v1.0 (11-03-2020)	-
GCF_032386835.1_ASM3238683v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;99.905;	100;100;100;	NZ_CP135709.1;NZ_CP135709.1;NZ_CP135709.1;	866922-868181;863707-864769;669167-670216;	1260;1063;1050;	v1.0 (11-03-2020)	-
GCF_032463745.1_ASM3246374v1_genomic	-	O82	H6	O82:H6	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O82-3-wzx;O82-5-wzy;H6-11-fliC;	99.919;100;100;	100;100;100;	NZ_CP136025.1;NZ_CP136025.1;NZ_CP136025.1;	1792071-1793300;1794471-1795553;1891956-1893602;	1230;1083;1647;	v1.0 (11-03-2020)	-
GCF_032681125.1_ASM3268112v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP136397.1;NZ_CP136397.1;NZ_CP136397.1;	1774024-1775271;1776382-1777548;1880002-1881498;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_032681145.1_ASM3268114v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP136398.1;NZ_CP136398.1;NZ_CP136398.1;	1773869-1775116;1776227-1777393;1879847-1881343;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_032681165.1_ASM3268116v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP136396.1;NZ_CP136396.1;NZ_CP136396.1;	1774802-1776049;1777160-1778326;1880780-1882276;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_900088105.1_ASM90008810v2_genomic	-	O8	H9	O8:H9	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O8-5-wzx-origin;O8-7-wzy-origin;H9-1-fliC-origin;	99.916;100;99.95;	100;100;100;	NZ_LT594504.1;NZ_LT594504.1;NZ_LT594504.1;	3020872-3022059;3022049-3023290;2911670-2913682;	1188;1242;2013;	v1.0 (11-03-2020)	-
GCF_900092615.1_PRJEB14041_genomic	-	O15	H10	O15:H10	-	Based on 3 allele(s)	wzx:0.999;wzy:0.999;fliC:1;	O15-5-wzx;O15-11-wzy;H10-4-fliC;	99.92;99.915;100;	100;100;100;	NZ_LT601384.1;NZ_LT601384.1;NZ_LT601384.1;	828309-829552;830585-831763;977936-979197;	1245;1179;1262;	v1.0 (11-03-2020)	-
GCF_900093485.1_NRZ14408_genome_genomic	-	O7	H6	O7:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O7-10-wzx;O7-32-wzy;H6-17-fliC;	100;100;99.637;	100;100;100;	NZ_LT599825.1;NZ_LT599825.1;NZ_LT599825.1;	1998073-1999503;2002759-2003909;2213748-2215394;	1431;1151;1653;	v1.0 (11-03-2020)	-
GCF_900096795.1_Ecoli_AG100_Sample3_Doxycycline_Assembly_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_LT615378.1;NZ_LT615378.1;NZ_LT615378.1;	2111273-2112520;2108996-2110162;2005046-2006542;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_900096845.1_Ecoli_AG100_Sample3_M9_Assembly_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_LT615377.1;NZ_LT615377.1;NZ_LT615377.1;	2111273-2112520;2108996-2110162;2005046-2006542;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_900149875.1_EPEC1_genomic	-	O127	H6	O127:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O127-2-wzx-origin;O127-5-wzy-origin;H6-2-fliC-origin;	100;100;99.939;	100;100;100;	NZ_LT903847.1;NZ_LT903847.1;NZ_LT903847.1;	2637521-2638792;2639450-2640616;2760921-2762567;	1272;1167;1647;	v1.0 (11-03-2020)	High similarity O-antigen group 4:O90/O127 as per A.Iguchi et.al (PMID: 25428893)
GCF_900149915.1_EPEC-E2348_69-V2_genomic	-	O127	H6	O127:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O127-2-wzx-origin;O127-5-wzy-origin;H6-2-fliC-origin;	100;100;99.939;	100;100;100;	NZ_LT827011.1;NZ_LT827011.1;NZ_LT827011.1;	2182608-2183879;2180784-2181950;2058833-2060479;	1272;1167;1647;	v1.0 (11-03-2020)	High similarity O-antigen group 4:O90/O127 as per A.Iguchi et.al (PMID: 25428893)
GCF_900166955.1_E._coli_KV7_genomic	-	-	H25	-:H25	-	Based on 1 allele(s)	fliC:1;	H25-2-fliC-origin;	100;	100;	NZ_LT795502.1;	2005189-2006520;	1332;	v1.0 (11-03-2020)	-
GCF_900174625.1_WI1-reUpload_genomic	-	O9	H9	O9:H9	-	Based on 3 allele(s)	wzm:0.997;wzt:0.998;fliC:1;	O9-11-wzm;O9-4-wzt-origin;H9-3-fliC;	99.746;99.769;100;	100;100;100;	NZ_LT838196.1;NZ_LT838196.1;NZ_LT838196.1;	1815879-1816664;1816667-1817962;1929186-1931198;	786;1296;2013;	v1.0 (11-03-2020)	-
GCF_900174635.1_WI2_genomic	-	O9	H9	O9:H9	-	Based on 3 allele(s)	wzm:0.997;wzt:0.998;fliC:1;	O9-11-wzm;O9-4-wzt-origin;H9-3-fliC;	99.746;99.769;100;	100;100;100;	NZ_LT838200.1;NZ_LT838200.1;NZ_LT838200.1;	1815887-1816672;1816675-1817970;1929194-1931206;	786;1296;2013;	v1.0 (11-03-2020)	-
GCF_900184875.1_Unitig_genomic	-	O40	H30	O40:H30	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O40-6-wzx;O40-7-wzy;H30-1-fliC-origin;	100;100;100;	100;100;100;	NZ_LT883142.1;NZ_LT883142.1;NZ_LT883142.1;	1720613-1721893;1718211-1719416;1881101-1882813;	1281;1206;1713;	v1.0 (11-03-2020)	-
GCF_900186905.1_49923_G01_genomic	-	-	H19	-:H19	-	Based on 1 allele(s)	fliC:0.98;	H19-4-fliC;	98.422;	100;	NZ_LT906474.1;	1907356-1909193;	1838;	v1.0 (11-03-2020)	-
GCF_900196535.2_ASM90019653v2_genomic	-	O108	H9	O108:H9	-	Based on 3 allele(s)	wzx:0.999;wzy:0.999;fliC:1;	O108-6-wzx;O108-2-wzy-origin;H9-7-fliC;	99.917;99.919;99.901;	100;100;100;	NZ_CP043542.1;NZ_CP043542.1;NZ_CP043542.1;	1895952-1897154;1897174-1898412;2025326-2027338;	1203;1239;2013;	v1.0 (11-03-2020)	-
GCF_900474445.1_39641_B02_genomic	-	O134/O46	H35	O134/O46:H35	-	Based on 3 allele(s)	wzx:1;wzy:1;flkA:1;	O134-1-wzx-origin;O134-2-wzy-origin;H35-1-flkA-origin;	100;100;100;	100;100;100;	NZ_LS483296.1;NZ_LS483296.1;NZ_LS483296.1;	1837653-1838954;1839858-1840997;667813-669321;	1302;1140;1509;	v1.0 (11-03-2020)	High similarity O-antigen group 6:O46/O134 as per A.Iguchi et.al (PMID: 25428893)
GCF_900474495.1_38344_F01_genomic	-	O160	H34	O160:H34	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.66;	O160-1-wzx-origin;O160-2-wzy-origin;H34-3-fliC;	100;100;98.547;	100;100;67;	NZ_LS483297.1;NZ_LS483297.1;NZ_LS483297.1;	1840725-1841972;1843892-1844992;1940455-1941555;	1248;1101;1101;	v1.0 (11-03-2020)	-
GCF_900474625.1_39888_E01_genomic	-	O135/O13	H30	O135/O13:H30	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O135-2-wzx-origin/O135-2-wzx-origin;O135-1-wzy/O135-1-wzy;H30-1-fliC-origin;	100;100;99.942;	100;100;100;	NZ_LS483303.1;NZ_LS483303.1;NZ_LS483303.1;	1734214-1735470;1737309-1738457;1827419-1829131;	1257;1149;1713;	v1.0 (11-03-2020)	High similarity O-antigen group 10:O13/O129/O135 as per A.Iguchi et.al (PMID: 25428893)
GCF_900497095.1_ASM90049709v1_genomic	-	-	H9	-:H9	-	Based on 1 allele(s)	fliC:1;	H9-1-fliC-origin;	99.95;	100;	NZ_LS998785.1;	1989643-1991655;	2013;	v1.0 (11-03-2020)	-
GCF_900497415.1_ASM90049741v1_genomic	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	NZ_LS999560.1;NZ_LS999560.1;NZ_LS999560.1;	1866878-1868137;1870290-1871352;2034416-2035465;	1260;1063;1050;	v1.0 (11-03-2020)	-
